,title,cluster
73,bang david wajib coba bluetooth speaker merek comson,36
74,kangen liat bang david review sambil jalan jalan ,36
75,"awal maret  aku beli acome a di salah satu aplikasi marketplace aku beli ini bukan karena speakernya malah tapi lebih ke jam alarmnya suaranya sih enak dan lantang malah saat dibawa ngerjain prototipe untuk tugas akhir temen sampe suruh nurunin volume suara speakernya gegara kedengeran di lantai  (aku ngerjainnya di lantai ) aku nonton review ini senyumsenyum sendiri pas bang david kaget dengan harga yang murah (btw aku beli speakernya di harga  ribu tapi per hari ini ( juli ) ngecek lagi harganya  ribu) bersyukur banget sih dapet yang ini

btw aku nonton video ini di laptop tapi audio dihubungin sama speaker acome a punyaku",22
76,senang nya speaker yg ada lampu led sama bass yg mantab,2
77,bang kayanya di hp bisa di ubah itunya yg untuk jenis rock jaz bass dll biar lebih cocok untuk speakernya,2
78,sy pake eggel active  keren sih type c charger  harga rb an,4
79,"bahas speaker bluetooth level flagship bang dri masing"" merk terkenal
biar tau mana yg the best ",57
80,nonton nya udah  bulan lalu tapi ini mau nonton lagi karena pengen beli speaker murah,38
81,"oontz emang mantab sih udah pake angle solo  tahun ini suara mantab untuk musik dominan bass kalo acoustik""an masih kurang sih detail clarity menurut gw minusnya cuman di segi baterai kalo udh dibawah % volume dikurangin otomatis jadi gabisa di geber sampe %",29
82,ngakak ama expresi bang david saat barang dia tebak ketinggian ternyata harga nya murah hahahaha ngakak gw…,0
83,bang coba deh review dazumba audiopad dag sejenis audio mp tapi masih pakai kabel mungkin bisa direkomendasikan untuk audio yang lebih baik tempelkan pad speakernya pada media yang datar seperti mejakacabox sterofoam bass akan meningkat terima kasih,2
84,bang saya mau beli speaker rekomendasi abang nya edun rata rata kosong semua ada eggel fit  harganya jadi naik emang bener bener hebat bang david ini kalo ngasih tau sesuatu barang elektronik pasti aja cepet laku ,2
85,recommended bang speaker bt tws murah  namanya sk saya pake uda setaun awet batre oke suara sorruond & bass oke  harga  ribuan dapet  speaker karena system tws stereo mantap pokona mah haha,3
86,"bang saran biar tau sound yg di hasilkan speaker bluetooth tsb selain dgn lagu"" yg slowly coba juga dngan lagu rock & metal bang",57
87,emang youtuber jujur bang david pertahankan bang!,36
88,aku pake eggel udah  tahun dan seenak itu dulu sempet bingung mau jbl atau eggel tapi suka bgt ama eggel parah enak bgt seenak itu,4
89,"yg hasil reviewnya bagus barangnya langsung ""ilang""  mungkin nunggu   bulan baru muncul lagi dengan ""harga baru"" 
emang the best oran indonesia ini ",36
90,ini yg saya tunggu²memang bng david tau isi hati orang,36
91,speaker robot rb yang gua pake buat nonton video ini  trus waktu itu gua beli harganya  ribu pas promo klo suaranya udh bagus sih jernih klo dengar lagu nya di kualitas terbagus,2
92,"seru nontonin sampe akhir ditutup dengan ""the real speaker"" serasa party langsung",36
93,udah punya vivan vs pemakaian  bln bagus suaranya diharga rb bass nya nendang,13
94,"bang coba rekomendasikan tingkat sensitif layar sentuh ponsel

kadang banyak hape performanya udha bagus
tapi di kualitas sentuh layarnya kurang
untuk kita yg suka gaming agak menjengkelkan
harus beberapa kali di sentuh kadang baru peka",2
95,bang speaker yg sdh di review di list dong dr yg paling bagus plus tipe serie nyabiar nyarinya mudah kalau mau belitq bang david,2
96,sedikit informasi untuk speaker mkc kimiso saat kondisi box terbuka seperti itu suara tidak akan menjadi maksimal beda kalo boxnya tertutup suaranya lebih ulem nggak terlalu kasar,2
97,gua punya ecle yang terakhir lagi  mayan lah suaranya tinggal setting setting equalizer di hp aja biar makin mantep ,6
98,fyi brand acome robot dan vivan itu samasama dibawah naungan wook global technology jadinya banyak produk mereka yg sekilas terlihat sama baik secara fisik maupun kualitas suaranya juga mirip,2
99,eggel fit  lebih keluar taji nya lagi klo beli lsg dua pcs masuk mode true wireless stereo nya pairing nya mudah banget  lalu bener stereo klo hanya channel kiri yang bunyi hanya sisi kiri fit nya juga yg bunyi pake dua pcs dgn jarak aga jauhan soundstage nya langsung nambah buanyaakkkk tapi suara nya tetep berasa keluar dari tengah,2
100,"entah mengapa makan jd lebih seru dan lahap sambil liat video dari bang david  

btw that sony xperia  iv are ",36
101,speaker niko jarang ada orang yg tau di niko js aq suaranya ngebass dan bagus kayak speaker seharga rb padahal speaker seharga rb dan layak untuk direview di youtube,2
102," kimiso itu watt nya yg ditulis adalah watt pmpo dimana output puncak diukur dalam jangka mikro detik jadi seperti daya maksimal yg bs dikeluarkan speakernya dalam hitungan singkat (mikro detik) beda sama watt biasa alias nilai yg didapat dari ampere x volt
biasanya pmpo ini ditulis diboks speaker biar jd gimmick memanfaatkan keawaman orang mengenai pmpo biar dikira watt biasa",2
103,suka banget sama model speaker kisonli g klasik mantap!!!,2
104,"vivan ada fitur tws nya (kalau ada  bisa jadi stereo) ada input jack mm colokan powernya udah typec

speaker robot yg ada jam nya ada fitur sensor suhunya baterai boros pake bgt",3
105,produk acome baru pake yg acome akm keyboard+mouse combo lumayan lah buat ngetik tugas kuliah ga terlalu ribet dibawa krna udh pake dongle,6
106,bang review ear buds lagi dongg kl bisa dibikin per  bulan jd ada rekomendasi eaebuds terbaik dlm  bln terakhir makasih bang ,1
107,pengen banget speker bluetooth tapi pada mahal ,0
108,eggel parah mantep bangetudh pernah pakecuma kurang di build material ajayaa sebanding sih sama harga,2
109,ga bosen klo lihat review nya ko david,36
110,coba bluetooth speaker high end dong bang biar tau worth apa ngga hehe,57
111,pas banget lagi mau nyari  bluetooth speaker ehh ada babang dapit review thanks bang,57
112,akhirnya setelah nonton video ini saya beli speaker bluetooth setelah sekian lama bingung mau beli yg gimana ,4
113,punya eggel dan vivan vs jernih masih kalah sama ehgel tp di bass nya sangar tp kalau nonton film vs sangar sih apalagi action,13
114,kalo mau beli zealot beli yang tipe zealot s bassnya enak dalam ruangan,21
115,speaker jbl terlihat tidak meyakinkan semoga bukan barang kw bang soalnya punya jbl go yg pertama (bentuk kotak) lebih enak suaranya beli rb oktober ,27
116,untung dah beli eggel fit  habis review dapet review bagus biasanya bakal ghoib,2
117,punya ecle dan acome dan gw akuin acome tahan banting dan lebih awet beli ecle udh kali dan skrg ga bisa bunyi lg ,6
118,sama seperti hobi aku  suka koleksi audio seperti itu ,2
119,itu jbl aslinya rb sekarang harga yg ori jbl go  rb hati meek jbl banyak yg palsu dan yg di review adalah barang palsunya aslinya suaranya lembut banget,27
120,sedikit info kalau buat jualan ada razia postel dari menkominfo produknya t bahaya bisa kena denda sampai puluhan juta tergantung seberapa banyak barangnya ,1
121,pernah beli speaker blutut merk advand  sama merk  javi   masih awet aman  harga nya yg dibawah  ribuan,12
122,speaker lenyes paling mantap bass refleks nya+waterproof lg,29
123,bang rekomendasi handphon yg cocok buat driver ojol murah tapi enaklah gps dan baterenya klo bisa sih yg anti air juga biar enak dipakai hujan hahaha,2
124,harganya unexpected karena memang harga produk itu menyesuaikan pasar (supply demand) bisa jadi suatu produk lebih tinggi harganya melebihi kualitasnya dikarenakan faktor lain yg menarik kayak hype brand seo ads dll,2
125,"cobain dj remix indonesia bang 
karna rata rata itu beli bluetooth speaker buat dengerin lagu nge bas 
dan cari speaker yang nge bas",2
126,pakai acome a sama a amanbatrei awet suara jg lumayanyg a sudah hampir  tahun yg a sudah setahun,2
127,review terpanjang sih ini emang gadgetin mantab dlm me review barang,36
128,"kalo gw sebelah rumah bang david pasti dah setiap hari bisa denger lagu walau bersebelahan wkwkwk
btw lama ga bahas jam tangan bg ",2
129,manteb nih  jarang ada yg ngomongin speaker murah ,14
130,gw slalu suka chanel ini dr pembawaannya david dan riviewnya bermanfaat,21
131,bang mpnya yang format kbs biar manteb karena pasti beda outputnya setiap speker,2
132,"sudah saya bilang kalo acome a bagus saya udah pake  tahun lebih dan masih awet sampai sekarang 
 waktu saya beli dikasih bonus micro sd acome gb harga  gratis",35
133,kalau speaker jbl go  sama acome  atau eggel itu overal pilih mana ? jangan dilihat dari budget cmn pngn tau kualitas bnyk yg lebih kemana ? ,28
134,kebetulan banget nih bang saya llagi nyari speaker bluetooth yg suaranya bagus ,14
135,review headphone bluetooth borongan kayak gini dong bang saya lebih tertarik sama headphone daripada tws ato speaker,57
136,harusnya coba produk anker mifa  xiaomi cukup terjangkau dan suara ok utk harganha,29
137,"acome a gw make  thn an masih bagus banget buat di pake sama nambah dekorasi kamar
kalau buat mode jam doang bisa tahan  harian",6
138,"buset panjang videonya  menit & saya tonton dari awal sampe habis 

selain kualitas suara saya biasanya lebih suka yg ada port auxmm",0
139,yang sampai membuat bang davin sampai kaget yaitu kizonly power suaranya paling mirip sama yg harga jt hehe,2
140,angker soundcore sih paling debest menurut saya ,3
141,lebih penasaran pemampuan speakernya untuk di outdoor,2
142,pas pertama dibuka oontz wah ini sy percay sma brand ini sih sama eggel juga saya punya skrg eggel active tapi beli udh lama belum banyak model dgn pilihan murah saat itu jadi kalo diliat skrg harganya berasa kemahalan tpi kalo soal suara tetep asik pilihan brand kalo saya oontz egel jbl sama mifa kalo ada duit mending beli bose micro aja sekalian,4
143,"itu yg jd perbandingan di awal oontz angle solo ya? kalo dibanding oontz angle  gimana bang? masih worth it ga dengan saingannya di harga an?

btw maen mh rise juga ternyata bang mantap",29
144,makasih bang gara gara lu gw ikutan coba test crab rave di airpods  gw emg manteb bener ,18
145,gw pake acome juicy a udh setahun lebih msh worth it lah n kebetulan waktu itu lg promo  dpt  n bebas ongkirbeli nya ya pasti d tokopedia,6
146,pengalaman gua acome a mantep selain speaker juga ada fitur penting kayak jam sama alarmnya speakernya juga awet biasanya gua pake musik buat turu dari malem sampe pagi bangunin gua  ribu worth it,49
147,setiap ada segmen kek ini viewer pasti ikut nebak harga bedanya nebak harga yang bakal ditebak sama bang david,2
148,gisonli keren lumayan bisa ngeramein kamar yg pingin desain ala ala vintage,2
149,aku punya yg robot harga k itu batrenya awet bgt mana suaranya juga gede dan ngebas dijamin ga nyesel kalo beli haha,2
150,penutupan nya sih paling suka langsung dengan speaker mahal dan ori wkwk,2
151,barangbarang yang direview di gadgetin kalau gak stoknya yang habis ya harganya yang melambung di toped ,2
152,"bang david and team untuk jbl go  nya sepertinya itu yang versi kw saya sudah beberapa tahun terakhir memakai yang jbl go  dan nada openingnya nggak seperti itu (hanya satu nada blub aja untuk nyalainmatiinconnect bluetooth)
 ')

dan kemarin temen sempat beli juga rb untuk jbl go  suara nyalainnya mirip kaya yg bang david review (kualitas suara juga jauh dari bagus) and yes itu kw wkwk

kalo kita lihat di marketplace original jbl harga jbl go  rb bukan rb",27
153,"trauma beli bluetooth speaker  kali baterai cepat soak 
sekarang pilih pakai speaker aktif +bluetooth langsung colok listrik",2
154,mending konten nyobain barang aneh sih bang david soalnya setiap test produknya lebih seru aja,36
155,saran bang sekalikali review borongan tws or speaker dari brand lokal,9
156,yang paling penting di bloutot speaker adalah baterai dan ketahanan lama putar nya,2
157,habis review speaker bluetooth  selanjutnya review sound sistem joss  brewok audio  riswanda,2
158,"bukan karena sekedar embel ""cintai produk lokal"" tapi eggel emang bagus dan patut dijadiin bahan pertimbangan gua gak punya bluetooth speakernya tp gua punya tws nya dan itu bagus + sesuai harga gak kayak produk lokal sebelah yg harganya terlalu mahal gak sesuai ekspetasi",4
159,"speaker roboot rb  terbaik di kelas  ribuan
bass nya mantapgak mengecewakan",2
160,"notif bang aku recomend ni aku dah pakai th lebih

yaitu xdobo x
dimensi x cm
batrai jam di vol %
bil qualiti ada di  dr %
kisaran harga  rb
udah tape c & memori dis
waterprof (tdk dalam air)
kalau hanya hujan gpp

yg aku suka karakter suara ny
power full dan cocok bngt buat rnb dan rock


dgn harga segitu dia pemenang di harga  ribuan 
aku recomend banget",22
161,bang di tokopedia ada speaker  tp laris banget rating nya jg ,2
162, langsung nonjok banget bass nyadetail nya dapet banget wkwkkw sampe reflek bilang woah juga desainnya juga bagus banget langsung beli sih wkwkw,2
163,kalo kalian beli speaker mahal berkualitas itu baru setengah jalan menuju kualitas suara yg bagus  coba denger pake lagu format flac baru mantab,36
164,team speaker eggel udah pake eggel active   bass nya agak kurang nendang (dikit) tapi stereonya udah mantep banget!,13
165,"punya robot acome a mayan awet dan suara ga berubah beli  tahun lalu
fitur sangat bermanfaatlah karena bisa  waktu alarm",3
166,dari  pake ws  sampe sekarang masih bagus ,35
167,"kalau speaker sih gimana selera ya
dan kalau yg cr lbh gede di bas treble atau lain
dari beberapa merk diatas aku pakai vyatta justru awet banget batrenya
platinum hitz designnya paling simple dan milenials dipajang jg oke
",2
168,"vivan vs  gw rekomendasikan buat kalian
bisa di jadikan jadi stereo speaker kalo punya  unit",13
169,"agak keget sih pas denger suara jbl go tapi pas denger harga k kemungkinan kw tuh bangyg ori kalo gk salah harga skitar 
ngomong"" aku pakai yg go dulu beli rb dan suaraya menurutku lebih jernih dan lebih mantep dari yg go bang dafid unbox",27
170,haha pas banget lagi bingung mau beli bluetooth speaker yg ok tiba² bang david review speaker² bluetooth makasih bang,57
171,"saya nonton video ini pakai acome a
apapun speaker yang direview tetap acome keluarnya ",2
172,acome alarm itu aku dapet harga rb cctv acome rb udah mantap banget resolusi p,3
173,acome a itu dlu sy beli di  aja sekitar  rb skrg udah under k ajaa ,2
174,awalnya senang dpt notifikasi bang david mau review speaker bluetooth saya pikir merk inbex masuk tapi ternyata ngga kecewa sih dikit,6
175,saya dari  sudah pakai acome dan produk terakhir yg saya beli acome a sudah punya a yg bisa di pair  speaker a dan a yg versi gede dari a a dan a saya dapat murah karena dibeli di toko baru yang mau cari nama a hanya rb dan a hanya rb,2
176,range harga kk yg terbaik menurut gw eggel terra  mini balance banget suaranya untuk harga k bass nya deep tapi susah dapetnya kalaupun ada tapi gak di official store harganya bisa sampe k,37
177,beberapa hari sempet bingung cari review sana sini akhirnya fix utk co eggel fit  hehe,0
178,gw punya acome yang sekaligus jam itu sesudah beli eggle tera  mini  itu acome ku taro aja di meja kantor buat jam sama ngaca soalnya kalau layarnya mati itu reflecting banget wkwkwk,6
179,mau nanya speker laptop di meja bang david itu merk apa ya?,12
180,cobain produk bcare bang menang banyak tuh speakernya tapi harganya juga agak mahal yang buat seri istage,2
181,sayang nya eggle lagi gk ready stockpadahal mau beli banget,18
182,"eggel menang di tws dibawah k
dan sekarang menang lagi di speaker dibawah k ngalahin yang  ribuan lagi",29
183,pas banget video ini muncul  jadi ada rekomendasi untuk cari pengganti speaker logitech x saya yg sudah jebol ,57
184,mifa m speaker blutut pertama ane pemakaian  taun lalu ganti ke oontz solo sampe sekarang dah  taun pemakaian juga ada rasa pengen ganti suasana lagi eh pas banget keluar ni video,3
185,jbl go rb  mantep pakek banget!  suaranya jernih walau volume sangat keras,2
186,ketika bang david puji egel fit  disana saya merasa senanggw ga salah pilih,4
